[2026-02-18 10:01:32] --- ALERT SYSTEM REBOOTED ---
[2026-02-18 10:04:29] --- ALERT SYSTEM REBOOTED ---
LINE 1: ...tam_in', '2026-02-18T10:11:57.793574'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 11, 57, 793574), 'temperature': np.float64(23.034267954674647), 'humidity': np.float64(45.304296655022995), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390302358), 'pm10': 0.0, 'mq_raw': 825.0, 'gas': 825.4, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:11:58] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:11:58] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:11:58] Device query done. Found=True
[2026-02-18 10:11:58] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:11:58] [ML] Starting report for N/A
[2026-02-18 10:11:58] [ML] Risk calc: MODERATE
[2026-02-18 10:11:58] [ML] Health check done
[2026-02-18 10:11:58] [ML] Prediction done
[2026-02-18 10:11:58] [ML] Text generation done
[2026-02-18 10:11:58] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:11:58.263248'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 11, 58, 263248), 'temperature': np.float64(23.034267954674647), 'humidity': np.float64(57.631992857796895), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(13.485591190068362), 'pm10': 0.0, 'mq_raw': 0.0, 'gas': 450.0, 'rain': 0.0, 'motion': 0, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:11:58] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:11:58] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:11:58] Device query done. Found=True
[2026-02-18 10:11:59] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:11:59] [ML] Starting report for N/A
[2026-02-18 10:11:59] [ML] Risk calc: CRITICAL
[2026-02-18 10:11:59] [ML] Health check done
[2026-02-18 10:11:59] [ML] Prediction done
[2026-02-18 10:11:59] [ML] Text generation done
[2026-02-18 10:11:59] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:11:58.714031'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 11, 58, 714031), 'temperature': np.float64(23.35134294842485), 'humidity': np.float64(44.95181763119379), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(9.838448123460637), 'pm10': 0.0, 'mq_raw': 824.0, 'gas': 660.0, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:11:59] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:11:59] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:11:59] Device query done. Found=True
[2026-02-18 10:11:59] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:11:59] [ML] Starting report for N/A
[2026-02-18 10:11:59] [ML] Risk calc: CRITICAL
[2026-02-18 10:11:59] [ML] Health check done
[2026-02-18 10:11:59] [ML] Prediction done
[2026-02-18 10:11:59] [ML] Text generation done
[2026-02-18 10:11:59] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:11:59.302388'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 11, 59, 302388), 'temperature': np.float64(22.852862003913877), 'humidity': np.float64(45.2246821898984), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.133559311146925), 'pm10': 0.0, 'mq_raw': 824.0, 'gas': 659.8, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:11:59] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:11:59] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:11:59] Device query done. Found=True
[2026-02-18 10:11:59] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:11:59] [ML] Starting report for N/A
[2026-02-18 10:11:59] [ML] Risk calc: CRITICAL
[2026-02-18 10:11:59] [ML] Health check done
[2026-02-18 10:11:59] [ML] Prediction done
[2026-02-18 10:11:59] [ML] Text generation done
[2026-02-18 10:12:00] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:11:59.781741'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 11, 59, 781741), 'temperature': np.float64(23.0273752580567), 'humidity': np.float64(45.30405150946996), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.162478001446132), 'pm10': 0.0, 'mq_raw': 826.0, 'gas': 659.8, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:12:00] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:12:00] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:12:00] Device query done. Found=True
[2026-02-18 10:12:00] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:12:00] [ML] Starting report for N/A
[2026-02-18 10:12:00] [ML] Risk calc: CRITICAL
[2026-02-18 10:12:00] [ML] Health check done
[2026-02-18 10:12:00] [ML] Prediction done
[2026-02-18 10:12:00] [ML] Text generation done
[2026-02-18 10:12:00] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:12:00.239421'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 12, 0, 239421), 'temperature': np.float64(23.035099916436536), 'humidity': np.float64(45.30473993239124), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161622322558514), 'pm10': 0.0, 'mq_raw': 825.0, 'gas': 659.8, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:12:00] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:12:00] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:12:00] Device query done. Found=True
[2026-02-18 10:12:00] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:12:00] [ML] Starting report for N/A
[2026-02-18 10:12:00] [ML] Risk calc: CRITICAL
[2026-02-18 10:12:00] [ML] Health check done
[2026-02-18 10:12:00] [ML] Prediction done
[2026-02-18 10:12:00] [ML] Text generation done
[2026-02-18 10:12:01] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:12:00.706985'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 12, 0, 706985), 'temperature': np.float64(23.03433031730684), 'humidity': np.float64(45.30431050295793), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161434750199803), 'pm10': 0.0, 'mq_raw': 824.0, 'gas': 824.6, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:12:01] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:12:01] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:12:01] Device query done. Found=True
[2026-02-18 10:12:01] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:12:01] [ML] Starting report for N/A
[2026-02-18 10:12:01] [ML] Risk calc: CRITICAL
[2026-02-18 10:12:01] [ML] Health check done
[2026-02-18 10:12:01] [ML] Prediction done
[2026-02-18 10:12:01] [ML] Text generation done
[2026-02-18 10:12:01] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:12:01.182113'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 12, 1, 182113), 'temperature': np.float64(23.0342650036523), 'humidity': np.float64(45.304294537876714), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161434315324357), 'pm10': 0.0, 'mq_raw': 823.0, 'gas': 824.4, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:12:01] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:12:01] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:12:01] Device query done. Found=True
[2026-02-18 10:12:01] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:12:01] [ML] Starting report for N/A
[2026-02-18 10:12:01] [ML] Risk calc: CRITICAL
[2026-02-18 10:12:01] [ML] Health check done
[2026-02-18 10:12:01] [ML] Prediction done
[2026-02-18 10:12:01] [ML] Text generation done
[2026-02-18 10:12:02] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:12:01.678992'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 12, 1, 678992), 'temperature': np.float64(23.034267519092), 'humidity': np.float64(45.304296517202715), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435363701031), 'pm10': 0.0, 'mq_raw': 825.0, 'gas': 824.6, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:12:02] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:12:02] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:12:02] Device query done. Found=True
[2026-02-18 10:12:02] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:12:02] [ML] Starting report for N/A
[2026-02-18 10:12:02] [ML] Risk calc: CRITICAL
[2026-02-18 10:12:02] [ML] Health check done
[2026-02-18 10:12:02] [ML] Prediction done
[2026-02-18 10:12:02] [ML] Text generation done
[2026-02-18 10:12:02] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:12:02.164711'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 12, 2, 164711), 'temperature': np.float64(23.034267959115326), 'humidity': np.float64(45.30429666311959), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435395632836), 'pm10': 0.0, 'mq_raw': 825.0, 'gas': 824.4, 'rain': 4095.0, 'motion': 0, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:12:02] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:12:02] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:12:02] Device query done. Found=True
[2026-02-18 10:12:02] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:12:02] [ML] Starting report for N/A
[2026-02-18 10:12:02] [ML] Risk calc: CRITICAL
[2026-02-18 10:12:02] [ML] Health check done
[2026-02-18 10:12:02] [ML] Prediction done
[2026-02-18 10:12:02] [ML] Text generation done
[2026-02-18 10:12:03] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:12:02.774604'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 12, 2, 774604), 'temperature': np.float64(23.03426795726243), 'humidity': np.float64(45.304296656029905), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390602627), 'pm10': 0.0, 'mq_raw': 825.0, 'gas': 824.4, 'rain': 4095.0, 'motion': 0, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:12:03] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:12:03] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:12:03] Device query done. Found=True
[2026-02-18 10:12:03] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:12:03] [ML] Starting report for N/A
[2026-02-18 10:12:03] [ML] Risk calc: CRITICAL
[2026-02-18 10:12:03] [ML] Health check done
[2026-02-18 10:12:03] [ML] Prediction done
[2026-02-18 10:12:03] [ML] Text generation done
[2026-02-18 10:12:03] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:12:03.222286'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 12, 3, 222286), 'temperature': np.float64(23.03426795472229), 'humidity': np.float64(45.30429665500552), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390280658), 'pm10': 0.0, 'mq_raw': 825.0, 'gas': 824.6, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:12:03] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:12:03] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:12:03] Device query done. Found=True
[2026-02-18 10:12:03] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:12:03] [ML] Starting report for N/A
[2026-02-18 10:12:03] [ML] Risk calc: CRITICAL
[2026-02-18 10:12:03] [ML] Health check done
[2026-02-18 10:12:03] [ML] Prediction done
[2026-02-18 10:12:03] [ML] Text generation done
[2026-02-18 10:12:04] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:12:03.723218'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 12, 3, 723218), 'temperature': np.float64(23.034267954661352), 'humidity': np.float64(45.30429665501681), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.16143539030005), 'pm10': 0.0, 'mq_raw': 825.0, 'gas': 825.0, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
(Background on this error at: https://sqlalche.me/e/20/f405)
[2026-02-18 10:12:04] RECEIVE_IOT_DATA ENTRY - Email: skunthal@gitam.in
[2026-02-18 10:12:04] Target Device: DASHBOARD_skunthal_gitam_in
[2026-02-18 10:12:04] Device query done. Found=True
[2026-02-18 10:12:04] Calling generate_full_report for skunthal@gitam.in
[2026-02-18 10:12:04] [ML] Starting report for N/A
[2026-02-18 10:12:04] [ML] Risk calc: CRITICAL
[2026-02-18 10:12:04] [ML] Health check done
[2026-02-18 10:12:04] [ML] Prediction done
[2026-02-18 10:12:04] [ML] Text generation done
[2026-02-18 10:12:04] ❌ IoT Data Error (Inner): (psycopg2.errors.InvalidSchemaName) schema "np" does not exist
LINE 1: ...tam_in', '2026-02-18T10:12:04.201153'::timestamp, np.float64...
                                                             ^

[SQL: INSERT INTO sensor_data (device_id, timestamp, temperature, humidity, pressure, wind_speed, pm2_5, pm10, mq_raw, gas, rain, motion, ph, trust_score, anomaly_label, smart_insight, user_id) VALUES (%(device_id)s, %(timestamp)s, %(temperature)s, %(humidity)s, %(pressure)s, %(wind_speed)s, %(pm2_5)s, %(pm10)s, %(mq_raw)s, %(gas)s, %(rain)s, %(motion)s, %(ph)s, %(trust_score)s, %(anomaly_label)s, %(smart_insight)s, %(user_id)s) RETURNING sensor_data.id]
[parameters: {'device_id': 'DASHBOARD_skunthal_gitam_in', 'timestamp': datetime.datetime(2026, 2, 18, 10, 12, 4, 201153), 'temperature': np.float64(23.034267954674007), 'humidity': np.float64(45.304296655022924), 'pressure': 1013.0, 'wind_speed': 0.0, 'pm2_5': np.float64(10.161435390302415), 'pm10': 0.0, 'mq_raw': 826.0, 'gas': 825.2, 'rain': 4095.0, 'motion': 1, 'ph': 7.0, 'trust_score': 100.0, 'anomaly_label': 'Statistical Outlier', 'smart_insight': '🔴 CRITICAL SAFETY RISK: Immediate Action Required. | ⚠️ Elevated Gas Levels: Inspect for leaks. | ⚠️ Anomaly Detected: Statistical Outlier behavior is unusual.', 'user_id': 6}]
